Pressure : 1008.13301 hPa,  Temp : 31.07778 deg,  Hum : 66.02709 pct  
Pressure : 1006.04942 hPa,  Temp : 31.77215 deg,  Hum : 31.56780 pct  
Pressure : 1006.04942 hPa,  Temp : 31.77215 deg,  Hum : 31.26671 pct  
Pressure : 1006.04942 hPa,  Temp : 31.77215 deg,  Hum : 31.37298 pct  
Pressure : 1006.04942 hPa,  Temp : 31.77215 deg,  Hum : 31.38479 pct  
Pressure : 1006.04942 hPa,  Temp : 31.77215 deg,  Hum : 31.43202 pct  
Pressure : 1006.10588 hPa,  Temp : 31.77215 deg,  Hum : 31.20176 pct  
Pressure : 1006.09756 hPa,  Temp : 31.76704 deg,  Hum : 31.13103 pct  
Pressure : 1006.07765 hPa,  Temp : 31.77215 deg,  Hum : 31.34936 pct  
Pressure : 1006.13410 hPa,  Temp : 31.77215 deg,  Hum : 31.29032 pct  
Pressure : 1006.11419 hPa,  Temp : 31.77726 deg,  Hum : 31.59720 pct  
Pressure : 1006.11419 hPa,  Temp : 31.77726 deg,  Hum : 31.49093 pct  
Pressure : 1006.17896 hPa,  Temp : 31.78236 deg,  Hum : 31.37864 pct  
Pressure : 1006.17065 hPa,  Temp : 31.77726 deg,  Hum : 31.34924 pct  
Pressure : 1006.14242 hPa,  Temp : 31.77726 deg,  Hum : 31.49684 pct  
Pressure : 1006.10915 hPa,  Temp : 31.75683 deg,  Hum : 31.16670 pct  
Pressure : 1006.14570 hPa,  Temp : 31.76194 deg,  Hum : 31.24333 pct  
Pressure : 1006.13410 hPa,  Temp : 31.77215 deg,  Hum : 31.11910 pct  
Pressure : 1006.09756 hPa,  Temp : 31.76704 deg,  Hum : 31.50888 pct  
Pressure : 1006.10588 hPa,  Temp : 31.77215 deg,  Hum : 31.01283 pct  
Pressure : 1006.14242 hPa,  Temp : 31.77726 deg,  Hum : 31.14260 pct  
Pressure : 1006.20719 hPa,  Temp : 31.78236 deg,  Hum : 31.16609 pct  
Pressure : 1006.15401 hPa,  Temp : 31.76704 deg,  Hum : 31.21369 pct  
Pressure : 1006.23542 hPa,  Temp : 31.78236 deg,  Hum : 31.52034 pct  
Pressure : 1006.14242 hPa,  Temp : 31.77726 deg,  Hum : 31.33153 pct  
Pressure : 1006.09428 hPa,  Temp : 31.78236 deg,  Hum : 31.50262 pct  
Pressure : 1006.15074 hPa,  Temp : 31.78236 deg,  Hum : 31.27827 pct  
Pressure : 1006.19560 hPa,  Temp : 31.79257 deg,  Hum : 31.30755 pct  
Pressure : 1006.10260 hPa,  Temp : 31.78747 deg,  Hum : 31.17778 pct  
Pressure : 1006.12251 hPa,  Temp : 31.78236 deg,  Hum : 31.03620 pct  
Pressure : 1006.27196 hPa,  Temp : 31.78747 deg,  Hum : 31.46708 pct  
Pressure : 1006.10260 hPa,  Temp : 31.78747 deg,  Hum : 31.37852 pct  
Pressure : 1006.03783 hPa,  Temp : 31.78236 deg,  Hum : 31.50262 pct  
Pressure : 1006.11092 hPa,  Temp : 31.79257 deg,  Hum : 31.38431 pct  
Pressure : 1006.11092 hPa,  Temp : 31.79257 deg,  Hum : 31.23080 pct  
Pressure : 1006.13914 hPa,  Temp : 31.79257 deg,  Hum : 31.50239 pct  
Pressure : 1006.11923 hPa,  Temp : 31.79768 deg,  Hum : 31.20706 pct  
Pressure : 1006.17569 hPa,  Temp : 31.79768 deg,  Hum : 30.98859 pct  
Pressure : 1006.13914 hPa,  Temp : 31.79257 deg,  Hum : 31.10090 pct  
Pressure : 1006.13083 hPa,  Temp : 31.78747 deg,  Hum : 31.34310 pct  
Pressure : 1006.18728 hPa,  Temp : 31.78747 deg,  Hum : 31.40214 pct  
Pressure : 1006.08269 hPa,  Temp : 31.79257 deg,  Hum : 31.29575 pct  
Pressure : 1006.13914 hPa,  Temp : 31.79257 deg,  Hum : 31.52600 pct  
Pressure : 1006.07437 hPa,  Temp : 31.78747 deg,  Hum : 31.47299 pct  
Pressure : 1006.15578 hPa,  Temp : 31.80278 deg,  Hum : 31.33093 pct  
Pressure : 1006.11923 hPa,  Temp : 31.79768 deg,  Hum : 31.56131 pct  
Pressure : 1006.13914 hPa,  Temp : 31.79257 deg,  Hum : 31.40792 pct  
Pressure : 1006.13914 hPa,  Temp : 31.79257 deg,  Hum : 31.23670 pct  
Pressure : 1006.11092 hPa,  Temp : 31.79257 deg,  Hum : 31.19537 pct  
Pressure : 1006.11923 hPa,  Temp : 31.79768 deg,  Hum : 31.42552 pct  
Pressure : 1006.09100 hPa,  Temp : 31.79768 deg,  Hum : 31.21887 pct  
Pressure : 1006.15905 hPa,  Temp : 31.78747 deg,  Hum : 31.39624 pct  
Pressure : 1006.20391 hPa,  Temp : 31.79768 deg,  Hum : 31.40190 pct  
Pressure : 1006.14746 hPa,  Temp : 31.79768 deg,  Hum : 31.26610 pct  
Pressure : 1006.16409 hPa,  Temp : 31.80789 deg,  Hum : 31.40166 pct  
Pressure : 1006.16409 hPa,  Temp : 31.80789 deg,  Hum : 31.51384 pct  
Pressure : 1006.16409 hPa,  Temp : 31.80789 deg,  Hum : 31.34262 pct  
Pressure : 1006.19560 hPa,  Temp : 31.79257 deg,  Hum : 31.31936 pct  
Pressure : 1006.12755 hPa,  Temp : 31.80278 deg,  Hum : 31.49625 pct  
Pressure : 1006.16409 hPa,  Temp : 31.80789 deg,  Hum : 31.44890 pct  
Pressure : 1006.13586 hPa,  Temp : 31.80789 deg,  Hum : 31.51384 pct  
Pressure : 1006.18904 hPa,  Temp : 31.82321 deg,  Hum : 31.16512 pct  
Pressure : 1006.29364 hPa,  Temp : 31.81810 deg,  Hum : 31.54903 pct  
Pressure : 1006.20895 hPa,  Temp : 31.81810 deg,  Hum : 31.59036 pct  
Pressure : 1006.24550 hPa,  Temp : 31.82321 deg,  Hum : 31.51349 pct  
Pressure : 1006.18073 hPa,  Temp : 31.81810 deg,  Hum : 31.41914 pct  
Pressure : 1006.17241 hPa,  Temp : 31.81300 deg,  Hum : 31.42516 pct  
Pressure : 1006.21727 hPa,  Temp : 31.82321 deg,  Hum : 31.30683 pct  
Pressure : 1006.14090 hPa,  Temp : 31.82831 deg,  Hum : 31.53699 pct  
Pressure : 1006.20568 hPa,  Temp : 31.83342 deg,  Hum : 31.61953 pct  
Pressure : 1006.23391 hPa,  Temp : 31.83342 deg,  Hum : 31.67267 pct  
Pressure : 1006.22231 hPa,  Temp : 31.84363 deg,  Hum : 31.45397 pct  
Pressure : 1006.21399 hPa,  Temp : 31.83852 deg,  Hum : 31.51904 pct  
Pressure : 1006.21399 hPa,  Temp : 31.83852 deg,  Hum : 31.76111 pct  
Pressure : 1006.18576 hPa,  Temp : 31.83852 deg,  Hum : 31.66665 pct  
Pressure : 1006.22231 hPa,  Temp : 31.84363 deg,  Hum : 31.63701 pct  
Pressure : 1006.20240 hPa,  Temp : 31.84874 deg,  Hum : 31.70184 pct  
Pressure : 1006.14594 hPa,  Temp : 31.84874 deg,  Hum : 31.68413 pct  
Pressure : 1006.15425 hPa,  Temp : 31.85384 deg,  Hum : 31.44192 pct  
Pressure : 1006.14594 hPa,  Temp : 31.84874 deg,  Hum : 31.48337 pct  
Pressure : 1006.15425 hPa,  Temp : 31.85384 deg,  Hum : 31.43602 pct  
Pressure : 1006.16257 hPa,  Temp : 31.85895 deg,  Hum : 31.81379 pct  
Pressure : 1006.19912 hPa,  Temp : 31.86405 deg,  Hum : 31.92585 pct  
Pressure : 1006.13434 hPa,  Temp : 31.85895 deg,  Hum : 31.96730 pct  
Pressure : 1006.12274 hPa,  Temp : 31.86916 deg,  Hum : 31.70138 pct  
Pressure : 1006.17920 hPa,  Temp : 31.86916 deg,  Hum : 31.55966 pct  
Pressure : 1006.09451 hPa,  Temp : 31.86916 deg,  Hum : 31.81356 pct  
Pressure : 1006.13106 hPa,  Temp : 31.87426 deg,  Hum : 31.87839 pct  
Pressure : 1006.15929 hPa,  Temp : 31.87426 deg,  Hum : 32.00828 pct  
Pressure : 1006.13937 hPa,  Temp : 31.87937 deg,  Hum : 31.93732 pct  
Pressure : 1006.08291 hPa,  Temp : 31.87937 deg,  Hum : 32.19710 pct  
Pressure : 1006.05468 hPa,  Temp : 31.87937 deg,  Hum : 31.89009 pct  
Pressure : 1006.07131 hPa,  Temp : 31.88958 deg,  Hum : 31.93710 pct  
Pressure : 1006.05468 hPa,  Temp : 31.87937 deg,  Hum : 31.79562 pct  
Pressure : 1006.10786 hPa,  Temp : 31.89469 deg,  Hum : 31.65946 pct  
Pressure : 1006.11946 hPa,  Temp : 31.88448 deg,  Hum : 31.79550 pct  
Pressure : 1006.01485 hPa,  Temp : 31.88958 deg,  Hum : 31.83081 pct  
Pressure : 1006.05139 hPa,  Temp : 31.89469 deg,  Hum : 31.85432 pct  
Pressure : 1006.12449 hPa,  Temp : 31.90490 deg,  Hum : 31.84228 pct  
Pressure : 1006.16432 hPa,  Temp : 31.89469 deg,  Hum : 31.82480 pct  
Pressure : 1006.19255 hPa,  Temp : 31.89469 deg,  Hum : 31.62994 pct  
Pressure : 1006.18424 hPa,  Temp : 31.88958 deg,  Hum : 32.02566 pct  
Pressure : 1006.22910 hPa,  Temp : 31.89979 deg,  Hum : 31.73020 pct  
Pressure : 1006.27725 hPa,  Temp : 31.89469 deg,  Hum : 31.94289 pct  
Pressure : 1006.27725 hPa,  Temp : 31.89469 deg,  Hum : 31.87203 pct  
Pressure : 1006.29716 hPa,  Temp : 31.88958 deg,  Hum : 31.99023 pct  
Pressure : 1006.26893 hPa,  Temp : 31.88958 deg,  Hum : 31.99614 pct  
Pressure : 1006.32539 hPa,  Temp : 31.88958 deg,  Hum : 31.80720 pct  
Pressure : 1006.30876 hPa,  Temp : 31.87937 deg,  Hum : 31.93732 pct  
Pressure : 1006.31708 hPa,  Temp : 31.88448 deg,  Hum : 32.12024 pct  
Pressure : 1006.30548 hPa,  Temp : 31.89469 deg,  Hum : 31.95470 pct  
Pressure : 1006.29716 hPa,  Temp : 31.88958 deg,  Hum : 31.72453 pct  
Pressure : 1006.30548 hPa,  Temp : 31.89469 deg,  Hum : 31.78346 pct  
Pressure : 1006.27221 hPa,  Temp : 31.87426 deg,  Hum : 31.85478 pct  
Pressure : 1006.30548 hPa,  Temp : 31.89469 deg,  Hum : 31.73032 pct  
Pressure : 1006.25733 hPa,  Temp : 31.89979 deg,  Hum : 33.33596 pct  
Pressure : 1006.23742 hPa,  Temp : 31.90490 deg,  Hum : 31.90133 pct  
Pressure : 1006.28556 hPa,  Temp : 31.89979 deg,  Hum : 31.80697 pct  
Pressure : 1006.26565 hPa,  Temp : 31.90490 deg,  Hum : 32.12570 pct  
Pressure : 1006.25733 hPa,  Temp : 31.89979 deg,  Hum : 31.80697 pct  
Pressure : 1006.33043 hPa,  Temp : 31.91000 deg,  Hum : 31.93074 pct  
Pressure : 1006.26565 hPa,  Temp : 31.90490 deg,  Hum : 31.94266 pct  
Pressure : 1006.31052 hPa,  Temp : 31.91511 deg,  Hum : 31.84205 pct  
Pressure : 1006.36698 hPa,  Temp : 31.91511 deg,  Hum : 32.08414 pct  
Pressure : 1006.28228 hPa,  Temp : 31.91511 deg,  Hum : 33.24122 pct  
Pressure : 1006.28228 hPa,  Temp : 31.91511 deg,  Hum : 31.72395 pct  
Pressure : 1006.28228 hPa,  Temp : 31.91511 deg,  Hum : 31.83615 pct  
Pressure : 1006.32715 hPa,  Temp : 31.92532 deg,  Hum : 31.62333 pct  
Pressure : 1006.32715 hPa,  Temp : 31.92532 deg,  Hum : 31.94811 pct  
Pressure : 1006.29060 hPa,  Temp : 31.92022 deg,  Hum : 32.01908 pct  
Pressure : 1006.29060 hPa,  Temp : 31.92022 deg,  Hum : 32.13127 pct  
Pressure : 1006.26237 hPa,  Temp : 31.92022 deg,  Hum : 31.73565 pct  
Pressure : 1006.28228 hPa,  Temp : 31.91511 deg,  Hum : 31.75938 pct  
Pressure : 1006.29892 hPa,  Temp : 31.92532 deg,  Hum : 31.89497 pct  
Pressure : 1006.27068 hPa,  Temp : 31.92532 deg,  Hum : 31.58790 pct  
Pressure : 1006.29563 hPa,  Temp : 31.94064 deg,  Hum : 31.58164 pct  
Pressure : 1006.27068 hPa,  Temp : 31.92532 deg,  Hum : 32.01306 pct  
Pressure : 1006.22253 hPa,  Temp : 31.93043 deg,  Hum : 31.88304 pct  
Pressure : 1006.26740 hPa,  Temp : 31.94064 deg,  Hum : 31.67022 pct  
Pressure : 1006.23917 hPa,  Temp : 31.94064 deg,  Hum : 31.69385 pct  
Pressure : 1006.22253 hPa,  Temp : 31.93043 deg,  Hum : 31.79447 pct  
Pressure : 1006.19430 hPa,  Temp : 31.93043 deg,  Hum : 31.69998 pct  
Pressure : 1006.20262 hPa,  Temp : 31.93553 deg,  Hum : 31.96560 pct  
Pressure : 1006.21925 hPa,  Temp : 31.94574 deg,  Hum : 30.39426 pct  
Pressure : 1006.19933 hPa,  Temp : 31.95085 deg,  Hum : 31.82944 pct  
Pressure : 1006.13455 hPa,  Temp : 31.94574 deg,  Hum : 31.88861 pct  
Pressure : 1006.16278 hPa,  Temp : 31.94574 deg,  Hum : 32.01261 pct  
Pressure : 1006.32890 hPa,  Temp : 31.96106 deg,  Hum : 31.62842 pct  
Pressure : 1006.27243 hPa,  Temp : 31.96106 deg,  Hum : 31.79378 pct  
Pressure : 1006.32058 hPa,  Temp : 31.95596 deg,  Hum : 31.86476 pct  
Pressure : 1006.26411 hPa,  Temp : 31.95596 deg,  Hum : 31.68759 pct  
Pressure : 1006.30066 hPa,  Temp : 31.96106 deg,  Hum : 31.84102 pct  
Pressure : 1006.32058 hPa,  Temp : 31.95596 deg,  Hum : 31.92972 pct  
Pressure : 1006.29235 hPa,  Temp : 31.95596 deg,  Hum : 31.84114 pct  
Pressure : 1006.32890 hPa,  Temp : 31.96106 deg,  Hum : 31.82330 pct  
Pressure : 1006.24420 hPa,  Temp : 31.96106 deg,  Hum : 32.08314 pct  
Pressure : 1006.36545 hPa,  Temp : 31.96617 deg,  Hum : 31.73460 pct  
Pressure : 1006.34553 hPa,  Temp : 31.97127 deg,  Hum : 31.87032 pct  
Pressure : 1006.31227 hPa,  Temp : 31.95085 deg,  Hum : 31.85897 pct  
Pressure : 1006.31730 hPa,  Temp : 31.97127 deg,  Hum : 31.75811 pct  
Pressure : 1006.25251 hPa,  Temp : 31.96617 deg,  Hum : 31.99445 pct  
Pressure : 1006.32561 hPa,  Temp : 31.97638 deg,  Hum : 31.98241 pct  
Pressure : 1006.30898 hPa,  Temp : 31.96617 deg,  Hum : 30.55325 pct  
Pressure : 1006.30898 hPa,  Temp : 31.96617 deg,  Hum : 32.18932 pct  
Pressure : 1006.33722 hPa,  Temp : 31.96617 deg,  Hum : 31.75823 pct  
Pressure : 1006.32561 hPa,  Temp : 31.97638 deg,  Hum : 31.74618 pct  
Pressure : 1006.28075 hPa,  Temp : 31.96617 deg,  Hum : 31.81138 pct  
Pressure : 1006.28075 hPa,  Temp : 31.96617 deg,  Hum : 31.63421 pct  
Pressure : 1006.30898 hPa,  Temp : 31.96617 deg,  Hum : 31.89406 pct  
Pressure : 1006.28906 hPa,  Temp : 31.97127 deg,  Hum : 31.83489 pct  
Pressure : 1006.28906 hPa,  Temp : 31.97127 deg,  Hum : 31.79355 pct  
Pressure : 1006.32561 hPa,  Temp : 31.97638 deg,  Hum : 31.76390 pct  
Pressure : 1006.29738 hPa,  Temp : 31.97638 deg,  Hum : 31.75209 pct  
Pressure : 1006.23259 hPa,  Temp : 31.97127 deg,  Hum : 31.68134 pct  
Pressure : 1006.24922 hPa,  Temp : 31.98148 deg,  Hum : 31.71063 pct  
Pressure : 1006.29738 hPa,  Temp : 31.97638 deg,  Hum : 31.61035 pct  
Pressure : 1006.26083 hPa,  Temp : 31.97127 deg,  Hum : 31.71087 pct  
Pressure : 1006.31730 hPa,  Temp : 31.97127 deg,  Hum : 32.00024 pct  
Pressure : 1006.24922 hPa,  Temp : 31.98148 deg,  Hum : 31.72835 pct  
Pressure : 1006.24091 hPa,  Temp : 31.97638 deg,  Hum : 31.64578 pct  
Pressure : 1006.21267 hPa,  Temp : 31.97638 deg,  Hum : 31.63988 pct  
Pressure : 1006.22099 hPa,  Temp : 31.98148 deg,  Hum : 31.84056 pct  
Pressure : 1006.20938 hPa,  Temp : 31.99169 deg,  Hum : 31.72221 pct  
Pressure : 1006.25754 hPa,  Temp : 31.98659 deg,  Hum : 32.05305 pct  
Pressure : 1006.24091 hPa,  Temp : 31.97638 deg,  Hum : 30.39939 pct  
Pressure : 1006.22099 hPa,  Temp : 31.98148 deg,  Hum : 31.84647 pct  
Pressure : 1006.24922 hPa,  Temp : 31.98148 deg,  Hum : 31.77560 pct  
Pressure : 1006.31401 hPa,  Temp : 31.98659 deg,  Hum : 31.89360 pct  
Pressure : 1006.19275 hPa,  Temp : 31.98148 deg,  Hum : 31.71063 pct  
Pressure : 1006.17283 hPa,  Temp : 31.98659 deg,  Hum : 31.71052 pct  
Pressure : 1006.27417 hPa,  Temp : 31.99680 deg,  Hum : 31.86384 pct  
Pressure : 1006.24594 hPa,  Temp : 31.99680 deg,  Hum : 31.76344 pct  
Pressure : 1006.21770 hPa,  Temp : 31.99680 deg,  Hum : 31.81069 pct  
Pressure : 1006.20938 hPa,  Temp : 31.99169 deg,  Hum : 31.95845 pct  
Pressure : 1006.31072 hPa,  Temp : 32.00191 deg,  Hum : 31.75742 pct  
Pressure : 1006.23762 hPa,  Temp : 31.99169 deg,  Hum : 31.99388 pct  
Pressure : 1006.23762 hPa,  Temp : 31.99169 deg,  Hum : 31.93483 pct  
Pressure : 1006.28249 hPa,  Temp : 32.00191 deg,  Hum : 31.82829 pct  
Pressure : 1006.16954 hPa,  Temp : 32.00191 deg,  Hum : 31.98185 pct  
Pressure : 1006.28249 hPa,  Temp : 32.00191 deg,  Hum : 31.97003 pct  
Pressure : 1006.32736 hPa,  Temp : 32.01212 deg,  Hum : 31.81625 pct  
Pressure : 1006.29080 hPa,  Temp : 32.00701 deg,  Hum : 31.67461 pct  
Pressure : 1006.26257 hPa,  Temp : 32.00701 deg,  Hum : 31.85180 pct  
Pressure : 1006.26257 hPa,  Temp : 32.00701 deg,  Hum : 31.71005 pct  
Pressure : 1006.31904 hPa,  Temp : 32.00701 deg,  Hum : 31.80455 pct  
Pressure : 1006.26257 hPa,  Temp : 32.00701 deg,  Hum : 31.72777 pct  
Pressure : 1006.25425 hPa,  Temp : 32.00191 deg,  Hum : 32.14130 pct  
Pressure : 1006.22272 hPa,  Temp : 32.01722 deg,  Hum : 31.76888 pct  
Pressure : 1006.24265 hPa,  Temp : 32.01212 deg,  Hum : 31.89894 pct  
Pressure : 1006.23104 hPa,  Temp : 32.02233 deg,  Hum : 31.68608 pct  
Pressure : 1006.32407 hPa,  Temp : 32.02743 deg,  Hum : 31.90450 pct  
Pressure : 1006.40046 hPa,  Temp : 32.02233 deg,  Hum : 31.94596 pct  
Pressure : 1006.32407 hPa,  Temp : 32.02743 deg,  Hum : 31.89859 pct  
Pressure : 1006.34399 hPa,  Temp : 32.02233 deg,  Hum : 31.90461 pct  
Pressure : 1006.37223 hPa,  Temp : 32.02233 deg,  Hum : 31.76877 pct  
Pressure : 1006.31575 hPa,  Temp : 32.02233 deg,  Hum : 31.99320 pct  
Pressure : 1006.35231 hPa,  Temp : 32.02743 deg,  Hum : 31.98128 pct  
Pressure : 1006.29583 hPa,  Temp : 32.02743 deg,  Hum : 31.88678 pct  
Pressure : 1006.33238 hPa,  Temp : 32.03254 deg,  Hum : 32.12291 pct  
Pressure : 1006.34070 hPa,  Temp : 32.03765 deg,  Hum : 31.75070 pct  
Pressure : 1006.36894 hPa,  Temp : 32.03765 deg,  Hum : 31.80386 pct  
Pressure : 1006.37725 hPa,  Temp : 32.04275 deg,  Hum : 31.93369 pct  
Pressure : 1006.28422 hPa,  Temp : 32.03765 deg,  Hum : 31.93380 pct  
Pressure : 1006.34070 hPa,  Temp : 32.03765 deg,  Hum : 31.76842 pct  
Pressure : 1006.41381 hPa,  Temp : 32.04786 deg,  Hum : 31.86270 pct  
Pressure : 1006.28422 hPa,  Temp : 32.03765 deg,  Hum : 32.00468 pct  
Pressure : 1006.31246 hPa,  Temp : 32.03765 deg,  Hum : 31.85702 pct  
Pressure : 1006.31246 hPa,  Temp : 32.03765 deg,  Hum : 32.09327 pct  
Pressure : 1006.32078 hPa,  Temp : 32.04275 deg,  Hum : 31.92188 pct  
Pressure : 1006.20783 hPa,  Temp : 32.04275 deg,  Hum : 32.13450 pct  
Pressure : 1006.29254 hPa,  Temp : 32.04275 deg,  Hum : 31.93369 pct  
Pressure : 1006.32909 hPa,  Temp : 32.04786 deg,  Hum : 31.89814 pct  
Pressure : 1006.22446 hPa,  Temp : 32.05296 deg,  Hum : 32.10475 pct  
Pressure : 1006.25269 hPa,  Temp : 32.05296 deg,  Hum : 32.01025 pct  
Pressure : 1006.26933 hPa,  Temp : 32.06317 deg,  Hum : 32.01593 pct  
Pressure : 1006.28093 hPa,  Temp : 32.05296 deg,  Hum : 31.93937 pct  
Pressure : 1006.29756 hPa,  Temp : 32.06317 deg,  Hum : 31.90370 pct  
Pressure : 1006.27764 hPa,  Temp : 32.06828 deg,  Hum : 31.96856 pct  
Pressure : 1006.17629 hPa,  Temp : 32.05807 deg,  Hum : 31.87428 pct  
Pressure : 1006.11982 hPa,  Temp : 32.05807 deg,  Hum : 32.04557 pct  
Pressure : 1006.10319 hPa,  Temp : 32.04786 deg,  Hum : 31.78000 pct  
Pressure : 1006.15637 hPa,  Temp : 32.06317 deg,  Hum : 31.69105 pct  
Pressure : 1006.28596 hPa,  Temp : 32.07339 deg,  Hum : 31.79124 pct  
Pressure : 1006.20124 hPa,  Temp : 32.07339 deg,  Hum : 32.01570 pct  
Pressure : 1006.20124 hPa,  Temp : 32.07339 deg,  Hum : 31.94482 pct  
Pressure : 1006.22948 hPa,  Temp : 32.07339 deg,  Hum : 31.86213 pct  
Pressure : 1006.17300 hPa,  Temp : 32.07339 deg,  Hum : 31.95663 pct  
Pressure : 1006.20124 hPa,  Temp : 32.07339 deg,  Hum : 31.61403 pct  
Pressure : 1006.22948 hPa,  Temp : 32.07339 deg,  Hum : 31.99798 pct  
Pressure : 1006.33083 hPa,  Temp : 32.08360 deg,  Hum : 31.82645 pct  
Pressure : 1006.25772 hPa,  Temp : 32.07339 deg,  Hum : 32.05705 pct  
Pressure : 1006.32251 hPa,  Temp : 32.07849 deg,  Hum : 32.10419 pct  
Pressure : 1006.29427 hPa,  Temp : 32.07849 deg,  Hum : 31.71433 pct  
Pressure : 1006.24611 hPa,  Temp : 32.08360 deg,  Hum : 31.89734 pct  
Pressure : 1006.35075 hPa,  Temp : 32.07849 deg,  Hum : 31.81475 pct  
Pressure : 1006.35075 hPa,  Temp : 32.07849 deg,  Hum : 31.91517 pct  
Pressure : 1006.32251 hPa,  Temp : 32.07849 deg,  Hum : 31.97424 pct  
Pressure : 1006.37899 hPa,  Temp : 32.07849 deg,  Hum : 31.95061 pct  
Pressure : 1006.28596 hPa,  Temp : 32.07339 deg,  Hum : 31.86803 pct  
Pressure : 1006.32251 hPa,  Temp : 32.07849 deg,  Hum : 31.91517 pct  
Pressure : 1006.30259 hPa,  Temp : 32.08360 deg,  Hum : 33.16710 pct  
Pressure : 1006.23779 hPa,  Temp : 32.07849 deg,  Hum : 31.99787 pct  
Pressure : 1006.31420 hPa,  Temp : 32.07339 deg,  Hum : 31.92119 pct  
Pressure : 1006.29427 hPa,  Temp : 32.07849 deg,  Hum : 31.62572 pct  
Pressure : 1006.35075 hPa,  Temp : 32.07849 deg,  Hum : 31.74978 pct  
Pressure : 1006.33914 hPa,  Temp : 32.08870 deg,  Hum : 31.98583 pct  
Pressure : 1006.29427 hPa,  Temp : 32.07849 deg,  Hum : 32.00968 pct  
Pressure : 1006.30259 hPa,  Temp : 32.08360 deg,  Hum : 32.06273 pct  
Pressure : 1006.30259 hPa,  Temp : 32.08360 deg,  Hum : 31.68468 pct  
Pressure : 1006.37899 hPa,  Temp : 32.07849 deg,  Hum : 31.95652 pct  
Pressure : 1006.34746 hPa,  Temp : 32.09381 deg,  Hum : 31.43632 pct  
Pressure : 1006.31090 hPa,  Temp : 32.08870 deg,  Hum : 31.95039 pct  
Pressure : 1006.33083 hPa,  Temp : 32.08360 deg,  Hum : 32.30490 pct  
Pressure : 1006.32753 hPa,  Temp : 32.09891 deg,  Hum : 31.90290 pct  
Pressure : 1006.33914 hPa,  Temp : 32.08870 deg,  Hum : 31.83225 pct  
Pressure : 1006.36738 hPa,  Temp : 32.08870 deg,  Hum : 31.81452 pct  
Pressure : 1006.34746 hPa,  Temp : 32.09381 deg,  Hum : 32.07432 pct  
Pressure : 1006.40394 hPa,  Temp : 32.09381 deg,  Hum : 31.57220 pct  
Pressure : 1006.37570 hPa,  Temp : 32.09381 deg,  Hum : 31.90892 pct  
Pressure : 1006.29929 hPa,  Temp : 32.09891 deg,  Hum : 32.00332 pct  
Pressure : 1006.33914 hPa,  Temp : 32.08870 deg,  Hum : 33.33234 pct  
Pressure : 1006.32753 hPa,  Temp : 32.09891 deg,  Hum : 31.98560 pct  
Pressure : 1006.36409 hPa,  Temp : 32.10402 deg,  Hum : 32.22767 pct  
Pressure : 1006.38904 hPa,  Temp : 32.11934 deg,  Hum : 31.88472 pct  
Pressure : 1006.33585 hPa,  Temp : 32.10402 deg,  Hum : 31.76692 pct  
Pressure : 1006.36080 hPa,  Temp : 32.11934 deg,  Hum : 31.94380 pct  
Pressure : 1006.25113 hPa,  Temp : 32.10402 deg,  Hum : 31.66649 pct  
Pressure : 1006.27937 hPa,  Temp : 32.10402 deg,  Hum : 33.32614 pct  
Pressure : 1006.35248 hPa,  Temp : 32.11423 deg,  Hum : 31.98526 pct  
Pressure : 1006.40896 hPa,  Temp : 32.11423 deg,  Hum : 31.81986 pct  
Pressure : 1006.32424 hPa,  Temp : 32.11423 deg,  Hum : 31.96754 pct  
Pressure : 1006.32424 hPa,  Temp : 32.11423 deg,  Hum : 31.81395 pct  
Pressure : 1006.25944 hPa,  Temp : 32.10913 deg,  Hum : 31.96765 pct  
Pressure : 1006.26776 hPa,  Temp : 32.11423 deg,  Hum : 32.06206 pct  
Pressure : 1006.32094 hPa,  Temp : 32.12955 deg,  Hum : 33.31384 pct  
Pressure : 1006.25614 hPa,  Temp : 32.12444 deg,  Hum : 32.28630 pct  
Pressure : 1006.25614 hPa,  Temp : 32.12444 deg,  Hum : 32.16225 pct  
Pressure : 1006.27607 hPa,  Temp : 32.11934 deg,  Hum : 32.29232 pct  
Pressure : 1006.29270 hPa,  Temp : 32.12955 deg,  Hum : 32.04400 pct  
Pressure : 1006.21959 hPa,  Temp : 32.11934 deg,  Hum : 32.22143 pct  
Pressure : 1006.32926 hPa,  Temp : 32.13465 deg,  Hum : 31.81349 pct  
Pressure : 1006.29270 hPa,  Temp : 32.12955 deg,  Hum : 32.25665 pct  
Pressure : 1006.32926 hPa,  Temp : 32.13465 deg,  Hum : 31.41764 pct  
Pressure : 1006.28940 hPa,  Temp : 32.14487 deg,  Hum : 32.17362 pct  
Pressure : 1006.30933 hPa,  Temp : 32.13976 deg,  Hum : 32.24462 pct  
Pressure : 1006.26116 hPa,  Temp : 32.14487 deg,  Hum : 32.11455 pct  
Pressure : 1006.26948 hPa,  Temp : 32.14997 deg,  Hum : 32.07899 pct  
Pressure : 1006.24453 hPa,  Temp : 32.13465 deg,  Hum : 32.29199 pct  
Pressure : 1006.34589 hPa,  Temp : 32.14487 deg,  Hum : 32.16771 pct  
Pressure : 1006.28109 hPa,  Temp : 32.13976 deg,  Hum : 31.93744 pct  
Pressure : 1006.26948 hPa,  Temp : 32.14997 deg,  Hum : 31.88404 pct  
